name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
勇敢的人,220640.0,False,48.0,No Party For Cao Dong,醜奴兒,0.717,0.557,11.0,-8.503,0.0,0.0365,0.054,0.0227,0.0982,0.213,114.023,4.0
Amor Sin Odio,332696.0,False,34.0,Skaparapid,Que Empiece Ya!,0.504,0.769,7.0,-9.082,1.0,0.129,0.0587,0.00255,0.207,0.579,118.562,4.0
Ihr könnt Euch einfach mal - Walter Wild Mix,277417.0,True,23.0,Ikke Hüftgold;Basti Trailerpark;Walter Wild,Ihr könnt Euch einfach mal,0.671,0.95,11.0,-3.39,1.0,0.104,0.0358,1.97e-06,0.366,0.6,139.986,4.0
你怎麼捨得我難過,271560.0,False,22.0,音樂磁場,音樂磁場1-國語經典名曲,0.743,0.336,6.0,-14.684,1.0,0.0301,0.892,0.00348,0.0983,0.439,112.305,3.0
Shelter,343226.0,False,9.0,Ocoeur,Inner,0.0653,0.0717,11.0,-23.288,1.0,0.0389,0.864,0.952,0.0782,0.033,71.728,4.0
Sandsings - Stylophone mix,290760.0,False,7.0,Mira Calix,Pin Skeeling,0.481,0.698,9.0,-6.992,0.0,0.118,0.052,0.252,0.107,0.211,163.242,4.0
flat disc - Coffe Shop,140573.0,False,44.0,wet by water,flat disc,0.673,0.183,10.0,-16.714,1.0,0.0432,0.97,0.88,0.137,0.597,79.295,4.0
ヴァージニティー,252947.0,False,27.0,NMB48,ヴァージニティー (劇場盤),0.457,0.957,2.0,-2.021,1.0,0.0449,0.181,4.3e-05,0.218,0.678,164.892,4.0
Lage Nahi Man,191770.0,False,56.0,Vismay Patel,Lage Nahi Man,0.622,0.318,6.0,-16.183,1.0,0.0268,0.855,0.00102,0.117,0.508,124.938,3.0
Akela Hoon,224601.0,False,52.0,AMAN,Akela Hoon,0.508,0.0901,7.0,-22.456,1.0,0.0295,0.943,0.000875,0.18,0.11,70.198,4.0
Me Voy Pa’ Porce,246227.0,False,15.0,La Misa Negra,La Misa Negra,0.605,0.732,7.0,-6.681,1.0,0.0737,0.0186,1.65e-06,0.051,0.793,178.022,4.0
Amazing Grace (My Chains Are Gone) - Live,441680.0,False,38.0,Passion;Chris Tomlin,Passion: The Essential Collection (Live),0.255,0.148,5.0,-13.001,1.0,0.0361,0.626,2.89e-06,0.989,0.0809,117.479,4.0
Crazy Legs,242800.0,False,24.0,(Hed) P.E.,Broke,0.607,0.775,6.0,-5.427,1.0,0.267,0.00195,1.15e-06,0.0915,0.736,102.051,4.0
Leja Leja,269816.0,False,48.0,Sultan Khan;Shreya Ghoshal;Salim Merchant,Ustad And The Divas,0.603,0.743,9.0,-7.013,1.0,0.0553,0.728,4.22e-05,0.103,0.341,100.021,4.0
Fim Sem Ponto Final,179739.0,False,42.0,Priscila Senna,Fim Sem Ponto Final,0.772,0.558,4.0,-6.859,1.0,0.0309,0.553,5e-06,0.196,0.527,115.013,4.0
Chama Arteira,262000.0,False,18.0,Samuca e a Selva,Ditados Populares Dançantes,0.694,0.731,4.0,-5.111,0.0,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,4.0
"Traditional: Kommet, ihr Hirten",66720.0,False,0.0,Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,Klassische Weihnachtsmusik,0.37,0.0323,9.0,-19.907,1.0,0.0575,0.995,0.878,0.0838,0.0736,113.491,1.0
Só Tu és Santo / Pra Onde Eu Irei? / É Tudo Sobre Você - Ao Vivo,896446.0,False,50.0,Dunamis Music;Rapha Gonçalves;MORADA,The Send Brasil (Ao Vivo),0.246,0.84,0.0,-4.713,1.0,0.0591,0.127,0.0,0.222,0.14,136.73,4.0
Amor Maior,197278.0,False,37.0,Jota Quest;Jão,Collab,0.614,0.394,5.0,-11.954,1.0,0.0447,0.307,0.0,0.128,0.296,139.952,4.0
Wintree,141297.0,False,35.0,Stapes,Wintree,0.723,0.287,0.0,-12.613,1.0,0.0783,0.957,0.825,0.102,0.253,76.011,4.0
Todo mundo de Pie,239093.0,False,29.0,Planetshakers,Nada Es Imposible,0.62,0.9,7.0,-4.158,1.0,0.0365,0.00332,0.0,0.0118,0.706,129.999,4.0
La Fuerza,250909.0,False,32.0,La Bien Querida;Los Planetas,El Que Sabem (Original Motion Picture Soundtrack),0.583,0.855,7.0,-7.594,1.0,0.0438,0.14,0.165,0.113,0.535,99.023,3.0
Pearl of Carolina,233840.0,False,16.0,The Infamous Stringdusters,Toward the Fray,0.506,0.798,2.0,-6.466,1.0,0.0322,0.472,0.00593,0.198,0.602,114.798,4.0
Diga pra Mim,221936.0,False,37.0,Zezo,25 Sucessos de Zezo (O Principe dos Teclados),0.691,0.895,4.0,-4.755,0.0,0.0479,0.0996,0.0202,0.0589,0.682,90.013,4.0
Calm,145128.0,False,33.0,Nature Sounds;Nature Sounds Nature Music;Nature Sound Collection,"Nature Sounds: Relaxation, Sleep, Meditation, Yoga, Study Aid, Insomnia",0.205,1.0,6.0,-24.878,0.0,0.0447,0.943,0.525,0.963,1e-05,132.289,3.0
Lily Of The Valley,135147.0,False,15.0,Steve Ivey,30 Bluegrass Gospel Favorites,0.645,0.577,2.0,-5.938,1.0,0.0261,0.63,3.82e-06,0.1,0.748,106.929,4.0
Feed Your Head,346240.0,False,62.0,Paul Kalkbrenner,7,0.793,0.339,5.0,-14.317,1.0,0.0555,0.166,0.809,0.11,0.266,125.993,4.0
One Sweet Ride - Without Dialogue,101853.0,False,26.0,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,0.579,0.89,7.0,-7.013,1.0,0.0588,0.00284,6.11e-06,0.659,0.888,155.111,4.0
Hardcore To Da Bone,316213.0,False,19.0,Masters of Ceremony,The Best Hardcore Classics Ever,0.707,0.961,7.0,-3.419,1.0,0.158,0.00274,0.186,0.154,0.161,92.509,4.0
stuck up top,126029.0,False,15.0,Justnormal;frumhere,better unsaid,0.646,0.277,11.0,-10.531,1.0,0.0315,0.553,0.944,0.117,0.273,86.004,4.0
Song For His Presence - Live,470760.0,False,32.0,Hillsong Young & Free,Out Here On A Friday Where It Began,0.497,0.541,4.0,-9.54,1.0,0.0292,0.0106,0.0,0.247,0.117,103.952,4.0
Beach & Berries,124138.0,False,25.0,Kantboll,Beach & Berries,0.77,0.268,2.0,-10.559,1.0,0.0775,0.831,0.934,0.108,0.371,86.997,4.0
Feel a Vibe,274809.0,False,44.0,Layton Giordani,New Generation,0.707,0.927,1.0,-6.861,1.0,0.109,0.121,0.55,0.086,0.0519,131.009,4.0
Graceland,217333.0,False,21.0,Plastilina Mosh,Juan Manuel,0.627,0.856,0.0,-8.674,0.0,0.0326,0.0203,0.911,0.872,0.777,96.963,4.0
Te Amei A Mais - Ao Vivo,219131.0,False,38.0,Douglas & Vinicius,Ao Vivo Em São Paulo (Vol. 4),0.599,0.664,1.0,-5.747,1.0,0.0408,0.827,0.0,0.293,0.452,139.902,4.0
Pretty When You Cry (Live),228293.0,True,25.0,Vast,Vast Live in New York City,0.573,0.832,2.0,-8.546,1.0,0.0418,0.00419,0.00132,0.74,0.293,107.979,4.0
Slowly - En Directo,363587.0,False,35.0,Luis Eduardo Aute,De la Luz y la Sombra (En Directo),0.57,0.457,1.0,-11.006,0.0,0.0856,0.789,2.04e-06,0.971,0.527,79.109,4.0
Mata,230853.0,False,39.0,Akalé Wubé,Mata,0.569,0.496,4.0,-11.423,0.0,0.0674,0.393,0.924,0.11,0.808,82.822,4.0
惡作劇,226773.0,False,60.0,Tangerine Wong,惡作劇之吻,0.684,0.683,10.0,-6.374,1.0,0.028,0.581,9.52e-06,0.123,0.676,135.978,4.0
Nuh Reason,197341.0,False,8.0,Jahvillani,Nuh Reason,0.732,0.493,6.0,-6.672,1.0,0.456,0.071,0.0,0.145,0.648,185.928,4.0
Nebel,292500.0,False,0.0,Droplex;Mark Dekoda,Nebel,0.934,0.533,8.0,-6.17,1.0,0.0789,0.00694,0.447,0.0942,0.15,128.001,4.0
Side Effect (feat. Au/Ra),144194.0,False,57.0,Alok;Au/Ra,Side Effect (feat. Au/Ra),0.727,0.712,10.0,-5.742,0.0,0.0597,0.192,0.0,0.196,0.515,123.955,4.0
Natural Spectrum,176033.0,False,19.0,Ceephax Acid Crew,Cro Magnox,0.689,0.418,9.0,-11.424,0.0,0.0261,0.194,0.866,0.405,0.151,104.594,4.0
Rituals,144783.0,False,59.0,Lorelle Paredes,Rituals,0.214,0.0422,2.0,-28.109,1.0,0.0366,0.994,0.896,0.0969,0.0575,69.912,3.0
Rumba,99000.0,False,59.0,Natos y Waor,Luna llena,0.776,0.813,6.0,-5.323,0.0,0.146,0.0994,6.16e-05,0.097,0.397,93.998,4.0
I Like It - Kenny Smoove Remix,261267.0,False,14.0,Jomanda;Kenny Smoove,Nubia Soul,0.81,0.545,9.0,-12.579,0.0,0.0477,0.11,0.00318,0.246,0.726,95.31,4.0
against,227387.0,False,0.0,Sayaka Yamamoto,ゼロ ユニバース,0.583,0.92,7.0,-5.685,1.0,0.0558,0.000528,0.839,0.107,0.406,94.998,4.0
Yes! Come Parade With Us,294600.0,False,28.0,Leafcutter John,Yes! Come Parade With Us,0.408,0.731,3.0,-6.259,0.0,0.043,0.202,0.764,0.604,0.324,112.019,4.0
Cigar Time,413480.0,False,18.0,The New Mastersounds,Made for Pleasure,0.601,0.616,5.0,-10.865,1.0,0.0322,0.677,0.831,0.117,0.798,112.775,4.0
Benzin,226000.0,False,50.0,Rammstein,Rosenrot,0.527,0.947,4.0,-4.205,0.0,0.0574,0.000393,0.00372,0.075,0.206,142.008,4.0
Cloud Study,190000.0,False,60.0,Norris Melcher,Cloud Study,0.19,0.0959,2.0,-26.159,1.0,0.0446,0.949,0.976,0.102,0.0464,79.531,3.0
High in Yah,193609.0,True,3.0,Jah Vinci,Imac Riddim,0.575,0.839,5.0,-4.435,0.0,0.353,0.0157,0.0,0.313,0.8,129.815,5.0
396 Hz Aumenta las ganas de vivir,174566.0,False,41.0,Mc_team,Frecuencias Curativas Solfeggio 369 Hz,0.104,0.0176,0.0,-32.272,1.0,0.0423,0.992,0.913,0.13,0.0396,90.758,4.0
Wicked Slam,168800.0,False,29.0,Beenie Man,Dancehall: Beenie Man,0.607,0.859,10.0,-5.325,0.0,0.298,0.623,0.0,0.276,0.728,83.042,4.0
BORN FI DIS,150721.0,False,18.0,Chronic Law;ATTOMATIC RECORDS,1law,0.551,0.59,3.0,-8.492,1.0,0.0621,0.0737,2.25e-05,0.112,0.128,102.14,4.0
Clima Tropical,209614.0,False,57.0,Dani Fernández,Entre las dudas y el azar,0.581,0.839,4.0,-5.968,1.0,0.0517,0.121,1.95e-06,0.102,0.413,146.928,4.0
Off Screen,265240.0,False,23.0,VNV Nation,Transnational,0.603,0.671,11.0,-9.025,0.0,0.0284,0.000606,0.0025,0.239,0.456,130.019,4.0
Sdraiata accanto a me,188000.0,False,35.0,Scintillante,Sdraiata accanto a me,0.0664,0.00692,10.0,-33.73,0.0,0.0434,0.981,0.937,0.108,0.072,73.711,4.0
Break Ya King - Dub Edit,179922.0,False,9.0,Shade k;Terrie Kynd,Break Ya King (Dub Edit),0.809,0.927,1.0,-7.488,1.0,0.188,0.00565,0.00694,0.0622,0.4,131.996,4.0
Promised Land - Floorplan Extended Paradise Remix,435414.0,False,3.0,Joe Smooth;Floorplan,Promised Land (Floorplan Paradise Remix),0.699,0.855,1.0,-5.798,0.0,0.0793,0.00427,0.00925,0.102,0.175,124.962,4.0
Mami,168367.0,False,69.0,Rvfv;Pablo Mas,NASTU,0.707,0.572,1.0,-5.378,1.0,0.157,0.497,4.06e-06,0.126,0.456,98.003,4.0
O Seu Amor por Mim - Ao Vivo,362735.0,False,49.0,Weslei Santos,Pra Todo Mundo Cantar (Ao Vivo),0.459,0.399,6.0,-9.954,1.0,0.0339,0.433,0.0,0.682,0.374,139.792,3.0
Hannah,187758.0,True,43.0,Dalsin;Froid;KK,Hannah,0.538,0.685,2.0,-4.673,0.0,0.353,0.499,0.0,0.106,0.565,89.662,5.0
For Me,194064.0,False,46.0,Limoblaze;Marizu,Afrobeats Rap and Jesus,0.728,0.719,2.0,-4.201,0.0,0.0459,0.477,0.0,0.0713,0.719,107.95,4.0
Phosphor,467333.0,False,18.0,Bölzer,Hero,0.156,0.981,4.0,-7.823,0.0,0.0908,2.68e-05,0.534,0.144,0.0965,127.326,4.0
Mi Eden de Tristeza,273226.0,False,31.0,Porta;Pumpkin,No Es Cuestión de Edades (Maqueta 2006),0.774,0.402,11.0,-6.131,1.0,0.243,0.0984,0.0,0.347,0.812,92.011,4.0
說好不哭,220693.0,False,63.0,Jay Chou;Ashin Chen,最偉大的作品,0.513,0.363,10.0,-11.219,1.0,0.0306,0.53,0.0,0.0792,0.383,151.828,4.0
Strange Clouds,130738.0,False,8.0,"Sarah, the Illstrumentalist",MOMENTS,0.812,0.435,0.0,-10.269,1.0,0.0602,0.00988,0.895,0.111,0.802,122.05,4.0
House Party - Doe Schite Remix,257693.0,False,8.0,Aaron Smith;Malik Hart,House Party,0.694,0.768,0.0,-4.971,1.0,0.238,0.00199,0.00225,0.0412,0.435,121.962,4.0
Algo Contigo,210413.0,False,0.0,Rosario,Halloween 2022 Pop Vol. 1,0.706,0.748,1.0,-5.54,0.0,0.165,0.671,0.0,0.14,0.745,96.146,4.0
Volume Três (Acústico) - Ao Vivo,227520.0,False,6.0,Douglas & Vinicius,"Douglas & Vinicius: Acústico, ao Vivo",0.521,0.672,0.0,-6.045,1.0,0.0475,0.862,0.0,0.968,0.696,146.002,4.0
Espelho Espelho Meu,173216.0,False,44.0,Banda A Loba,Espelho Espelho Meu,0.802,0.592,11.0,-6.071,1.0,0.0336,0.795,0.0046,0.118,0.883,125.999,4.0
Geração Coca-Cola,141400.0,False,47.0,Legião Urbana,Mais Do Mesmo,0.574,0.89,6.0,-5.789,0.0,0.041,0.082,0.0,0.0741,0.83,97.9,4.0
Tongue,303750.0,False,10.0,Anenon,Tongue,0.471,0.652,5.0,-13.163,0.0,0.0621,0.708,0.894,0.0923,0.31,179.097,4.0
Diga - Ao Vivo,297240.0,False,37.0,Dorgival Dantas;Xand,Simplesmente Dorgival Dantas (Ao Vivo),0.386,0.756,9.0,-4.861,1.0,0.095,0.679,0.0,0.529,0.585,172.804,4.0
Burnin Love - Rave Radio Edit,261160.0,False,22.0,Critical Mass,Burnin Love,0.547,0.922,8.0,-7.476,0.0,0.0453,0.00552,0.615,0.084,0.175,165.027,4.0
Conflicto,166817.0,False,13.0,Timothy Infinite,Cielo,0.784,0.724,6.0,-6.739,1.0,0.0503,0.0775,0.885,0.271,0.401,93.984,4.0
渋谷川,292227.0,False,25.0,Keyakizaka46,サイレントマジョリティー (Special Edition),0.516,0.728,1.0,-3.867,1.0,0.0287,0.388,0.0,0.116,0.57,93.0,4.0
Serene Rain,116791.0,False,22.0,Deep Sleep Rain Sounds,All Night Rain Sounds,0.204,1.0,1.0,-22.526,1.0,0.0445,0.933,0.691,0.969,1e-05,50.488,3.0
Mostra,148120.0,False,35.0,Henry Freitas,O Forró Voltou,0.543,0.933,10.0,-1.373,1.0,0.0741,0.556,4.21e-05,0.137,0.762,160.013,4.0
Fixed Emotions,158159.0,False,43.0,rec.memos,Fixed Emotions,0.76,0.378,7.0,-11.719,0.0,0.0633,0.532,0.867,0.117,0.265,80.031,4.0
Strummer Boy,129820.0,False,45.0,Dusty Decks,RPM,0.681,0.36,11.0,-9.901,0.0,0.159,0.926,0.95,0.124,0.417,84.896,4.0
A New Today - ANDY SVGE Remix,223816.0,False,16.0,Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,0.392,0.951,11.0,-3.941,0.0,0.064,0.184,0.00128,0.0959,0.394,151.998,4.0
Gatinha,192601.0,False,38.0,Marcynho Sensação,Junho 2K21,0.641,0.73,9.0,-6.976,1.0,0.0862,0.185,2.27e-05,0.0683,0.622,132.079,3.0
Sincronia,212684.0,False,12.0,Samuca e a Selva,Ditados Populares Dançantes,0.791,0.546,11.0,-8.81,0.0,0.0436,0.034,0.0211,0.0464,0.843,100.064,4.0
Better,310572.0,False,19.0,Faderhead;Chris Harms,Better,0.441,0.756,9.0,-7.557,0.0,0.0322,0.0212,0.105,0.378,0.367,144.3,4.0
Astral Blood,616427.0,False,22.0,Wolves In The Throne Room,Celestial Lineage,0.145,0.916,0.0,-8.108,1.0,0.0844,0.000125,0.794,0.351,0.0573,149.286,3.0
Time Stands Still,216466.0,False,0.0,xJ-Will;2Infinity,In Your Eyes Vol: I,0.803,0.278,2.0,-13.841,0.0,0.0484,0.0207,0.875,0.12,0.473,130.001,4.0
Future Underground,555438.0,False,7.0,Alphaxone;protoU,Back to Beyond,0.0684,0.0981,0.0,-24.798,1.0,0.0439,0.306,0.865,0.106,0.0329,65.394,3.0
Ljusa Drömmar,158983.0,False,52.0,Eleonora Feldt,Ljusa Drömmar,0.156,0.00453,9.0,-34.118,1.0,0.0404,0.994,0.91,0.0741,0.0619,73.865,3.0
Gaston - Brazilian Version,190400.0,False,25.0,Mauricio Luz;Pedro Lopes,A Bela e a Fera,0.436,0.332,7.0,-15.096,1.0,0.0663,0.811,0.0,0.136,0.701,72.408,4.0
Segura,238293.0,False,16.0,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,0.538,0.533,0.0,-12.113,1.0,0.0518,0.0184,0.0133,0.109,0.365,74.973,4.0
擱淺,236133.0,False,65.0,Jay Chou,七里香,0.497,0.49,5.0,-7.161,1.0,0.0276,0.671,0.000417,0.155,0.126,122.71,4.0
"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",355760.0,False,39.0,Amelinha,"Mulher Nova, Bonita E Carinhosa, Faz O Homem Gemer Sem Sentir Dor",0.477,0.437,5.0,-12.441,1.0,0.0406,0.46,0.0,0.0962,0.248,103.162,4.0
Unashamed - Beauty In The Broken Album Version,304853.0,False,36.0,Starfield,Beauty In The Broken,0.442,0.458,5.0,-7.875,1.0,0.0259,0.0979,0.0,0.187,0.139,153.991,4.0
Dawn of a New Day,291107.0,False,10.0,Larry Heard;Loosefingers,Soundtrack From the Duality Double-Play,0.794,0.607,0.0,-12.851,1.0,0.0585,0.0321,0.941,0.0975,0.462,106.015,4.0
Saudade da Minha Ex,203102.0,False,43.0,Alemão Do Forró,As 20 Mais,0.833,0.916,8.0,-2.763,0.0,0.0436,0.159,0.0,0.244,0.963,96.013,4.0
A Flicker Of Hope,307013.0,False,24.0,Wynardtage,A Flicker Of Hope,0.502,0.938,2.0,-5.96,1.0,0.0442,0.00314,0.616,0.249,0.412,133.005,4.0
Relevant,177842.0,True,20.0,Chronic Law,Relevant,0.574,0.585,9.0,-7.016,1.0,0.403,0.0944,0.0,0.0892,0.325,72.999,3.0
エキゾチックテレパシー,225375.0,False,32.0,夜光性アミューズ,エキゾチックテレパシー,0.603,0.939,1.0,-5.793,1.0,0.0617,0.0974,0.000289,0.371,0.655,160.014,4.0
Flack,281187.0,False,9.0,Yimino;Nick Miller;Gina Beck,Breaker,0.75,0.351,2.0,-11.682,1.0,0.0644,0.437,0.891,0.0948,0.195,79.998,4.0
Save A Life,344250.0,False,16.0,Dougal;Gammer,Save A Life,0.573,0.936,10.0,-2.933,1.0,0.0991,0.0019,0.0218,0.0415,0.648,170.051,4.0
Frevofoguete,206067.0,False,23.0,BaianaSystem;Lucas Santtana,BaianaSystem,0.482,0.714,4.0,-8.796,0.0,0.0532,0.0127,0.903,0.107,0.656,155.103,4.0
FUE,242833.0,False,58.0,Manuel Carrasco,FUE,0.744,0.415,6.0,-8.417,1.0,0.161,0.449,0.0,0.111,0.692,145.988,4.0
Tantinho,252108.0,False,49.0,Silvanno Salles,Volume 15,0.763,0.784,0.0,-2.451,1.0,0.0387,0.705,0.0,0.408,0.828,138.977,4.0
Ruido Blanco De Costa,110000.0,False,10.0,Ruido Blanco Hart;Musica para Bebes;Canciones De Cuna Para Dormir Bebes,Ruido Blanco De Ondas Para Bebés Durmiendo Vol. 1,0.321,0.0731,11.0,-40.264,0.0,0.0616,0.987,0.973,0.108,0.0313,149.98,4.0
Der løver sover søtt,84720.0,False,20.0,Nils Jørgen Kaalstad;Anders Bye,Løvenes Konge (Originalt Norsk Soundtrack),0.668,0.378,5.0,-14.998,1.0,0.215,0.808,0.0,0.299,0.855,138.335,4.0
Western Skies,162480.0,False,33.0,Hot Rize,When I'm Free,0.677,0.644,9.0,-7.23,1.0,0.0293,0.688,0.034,0.32,0.909,129.866,4.0
Chicago House Scene - Freaky Mix Silk Extended Edit,290146.0,False,5.0,"Fast Eddie;Steve ""Silk"" Hurley","The Chicago LP, Volume 3 of 4",0.961,0.877,11.0,-5.38,0.0,0.151,0.00166,1.54e-05,0.275,0.365,117.507,4.0
Eu Me Apaixonei Pela Morena,172357.0,False,50.0,Josué Bom de Faixa,O Bom de Faixa,0.67,0.896,8.0,-5.628,0.0,0.0312,0.815,0.000181,0.124,0.843,148.767,4.0
Me Dá um Beijo - Ao Vivo,211973.0,False,44.0,Dorgival Dantas,Simplesmente Dorgival Dantas (Ao Vivo),0.556,0.941,9.0,-3.749,1.0,0.0636,0.45,3.08e-05,0.805,0.685,174.798,4.0
daft funk,109714.0,False,14.0,sonolon,daft funk,0.579,0.673,6.0,-8.145,0.0,0.0356,0.0901,0.911,0.378,0.0463,139.938,4.0
Gal U a Goodaz,180428.0,True,14.0,Tony Matterhorn,Gal U a Goodaz,0.631,0.818,2.0,-3.859,1.0,0.265,0.286,0.0,0.0278,0.859,105.859,3.0
Intro - Wy Jouwe Gas,89062.0,False,37.0,De Doelleazen,Wy Jouwe Gas,0.614,0.967,11.0,-3.779,0.0,0.0451,0.024,0.000207,0.247,0.77,149.998,5.0
Fahrenheit Fair Enough,400293.0,False,37.0,Telefon Tel Aviv,Fahrenheit Fair Enough,0.667,0.877,5.0,-8.735,1.0,0.0386,0.216,0.769,0.101,0.0445,130.0,4.0
Snapshot,249000.0,False,29.0,Fluke,Puppy,0.521,0.881,1.0,-8.812,0.0,0.0471,0.000107,0.0192,0.106,0.317,127.061,4.0
Percuma,215066.0,False,41.0,Slank,PISS,0.307,0.632,0.0,-8.513,1.0,0.0454,0.138,0.0,0.0478,0.497,171.829,4.0
Victory Is Yours - Live,333080.0,False,46.0,Bethel Music;Bethany Wohrle,Victory (Live),0.418,0.786,9.0,-5.257,1.0,0.0471,0.0105,0.0,0.342,0.0656,139.92,4.0
Hair Dryer Sound 20 - Loopable With No Fade,84000.0,False,39.0,Deep Sleep Hair Dryers;Hair Dryer Collection;Hair Dryer Sounds,Hair Dryers,0.0,3.05e-05,3.0,-22.367,1.0,0.0,0.988,0.991,0.443,0.0,0.0,0.0
Adils fall,294933.0,False,21.0,Månegarm,Ynglingaättens Öde,0.456,0.93,2.0,-3.798,0.0,0.0515,9.53e-05,0.000171,0.457,0.54,155.98,3.0
Pensando En Ti,280799.0,False,32.0,Mägo de Oz,Folktergeist,0.122,0.446,9.0,-5.687,0.0,0.0332,0.704,3.79e-06,0.805,0.215,61.292,5.0
I Stand Amazed (How Marvelous),396667.0,False,39.0,Passion;Chris Tomlin,Passion: Everything Glorious,0.251,0.484,8.0,-8.249,1.0,0.043,0.121,7.79e-06,0.483,0.192,136.067,4.0
Magika,246070.0,True,34.0,Yung Buda,Zero,0.806,0.265,1.0,-11.238,1.0,0.0787,0.617,0.0447,0.302,0.229,132.041,4.0
The Ballroom Blitz,220009.0,False,3.0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.62,0.973,2.0,-5.264,1.0,0.0616,0.00328,1.61e-06,0.101,0.513,108.999,4.0
Creamer,137808.0,False,19.0,Timothy Infinite,Crunchy,0.864,0.351,1.0,-7.731,0.0,0.209,0.639,0.656,0.108,0.459,130.017,4.0
Waiting On My Angel,243173.0,False,21.0,Jamie Principle,Frankie Knuckles Presents: His Greatest Hits from Trax Records,0.708,0.91,5.0,-3.349,0.0,0.047,0.176,0.0431,0.0727,0.697,124.982,4.0
Nasty - Club Edit,344421.0,False,6.0,Paul Johnson,Nasty,0.668,0.535,0.0,-10.127,1.0,0.0571,0.00015,0.71,0.0941,0.566,123.01,4.0
Virgem,225333.0,False,47.0,Xamã;Bagua Records;Neo Beats,Zodíaco,0.765,0.381,0.0,-7.391,0.0,0.0445,0.403,0.0042,0.103,0.448,89.989,4.0
All I Need,153693.0,False,52.0,Prateek Kuhad,The Way That Lovers Do,0.786,0.356,6.0,-11.432,1.0,0.0462,0.771,0.694,0.1,0.519,116.023,4.0
RED,253893.0,False,52.0,Survive Said The Prophet,RED,0.449,0.693,5.0,-4.592,1.0,0.0351,0.0165,0.0,0.302,0.423,107.997,4.0
Methamorphosis For Tapes (Homage A Gholamali Margiri),399656.0,False,0.0,Parsa Hadavi,Noise A Noise 19,0.254,0.61,0.0,-11.695,1.0,0.274,0.654,0.0215,0.182,0.0349,115.766,3.0
Holy Is The Lord - Arriving Album Version,252533.0,False,47.0,Chris Tomlin,How Great Is Our God: The Essential Collection,0.467,0.708,10.0,-4.149,1.0,0.0269,0.000992,0.0,0.238,0.422,83.954,4.0
Better Change Your Mind - Mixed,153307.0,False,20.0,William Onyeabor,DJ-Kicks (Brandt Brauer Frick) [DJ Mix],0.803,0.67,11.0,-9.929,0.0,0.0738,0.123,0.00629,0.331,0.87,117.457,4.0
"Insomnia, Pt. 1",412291.0,False,24.0,Numb,"Insomnia, Pt. 1",0.711,0.34,2.0,-15.098,0.0,0.0495,0.0863,0.884,0.0855,0.31,160.144,4.0
Baarishein,207312.0,False,68.0,Anuv Jain,Baarishein,0.476,0.124,2.0,-9.463,1.0,0.0443,0.927,0.0,0.0972,0.19,94.299,4.0
Can We Just Vibe?,164118.0,False,39.0,Talented Mr Tipsy,Can We Just Vibe?,0.553,0.827,6.0,-7.83,1.0,0.0446,0.00993,0.844,0.173,0.821,170.021,4.0
Um Milhão de Anos - Ao Vivo,436119.0,False,39.0,Theo Rubia;AC Music,MFD - Manifestação dos Filhos de Deus (Ao Vivo),0.459,0.61,7.0,-7.836,0.0,0.033,0.00623,0.0,0.0763,0.109,134.08,4.0
Nyctophilia,297143.0,False,34.0,AGLORY,Lethal - EP,0.738,0.718,1.0,-3.59,0.0,0.0553,0.0014,0.878,0.339,0.064,104.971,4.0
B2PRES107 - Original Mix,418236.0,False,6.0,Chez Damier;Ron Trent;M.D,Hip To Be Disillusioned Vol. 1,0.88,0.723,1.0,-10.891,1.0,0.0753,0.00545,0.934,0.0919,0.501,123.989,4.0
Head Gone / Genie Dance,230640.0,False,21.0,Elephant Man,Good 2 Go,0.637,0.732,11.0,-6.869,1.0,0.358,0.56,0.0,0.0933,0.963,115.209,4.0
Vivão e Vivendo,117667.0,False,48.0,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.495,0.886,11.0,-3.737,0.0,0.474,0.591,0.0,0.615,0.864,172.997,4.0
Tum Jab Paas,235932.0,False,61.0,Prateek Kuhad,Tum Jab Paas - Single,0.751,0.344,6.0,-7.712,1.0,0.0379,0.528,1.62e-06,0.113,0.471,122.1,3.0
Tamasha,320052.0,False,2.0,Saeed Dehghan;Safir Farsi,Vintage Effort,0.49,0.597,8.0,-8.048,1.0,0.0937,0.695,0.00155,0.056,0.185,138.019,4.0
Orange Line,61427.0,False,20.0,Ilkae,Pistachio Island,0.6,0.974,2.0,-7.718,1.0,0.109,0.0599,0.926,0.051,0.846,187.302,4.0
Ze-Ka,476558.0,False,9.0,Yimino;Baccara Smart,Autonoe Vora,0.601,0.588,7.0,-12.623,0.0,0.0552,0.24,0.91,0.131,0.187,75.004,4.0
