name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
I Refuse To Smile,247760.0,False,20.0,Mandrill,Mandrill Is,0.544,0.697,4.0,-7.36,0.0,0.0323,0.205,0.000121,0.193,0.654,87.557,4.0
Aura Lee,155643.0,False,16.0,BabyFirst,Lullabies,0.696,0.16,4.0,-7.541,1.0,0.0374,0.96,0.862,0.116,0.202,145.927,4.0
Diss Is Nice,162533.0,True,23.0,Die Atzen,Diss Is Nice,0.856,0.807,0.0,-3.296,1.0,0.0774,0.00236,0.000192,0.069,0.762,124.006,4.0
口是心非,292493.0,False,54.0,Zhang Yu Sheng,口是心非,0.562,0.513,11.0,-9.003,0.0,0.0269,0.125,0.015,0.0696,0.153,99.961,4.0
Primeiro de Abril (Ao Vivo),219429.0,False,12.0,Léo Magalhães,Ao Vivo em Goiânia,0.491,0.718,11.0,-9.244,1.0,0.0521,0.329,0.0,0.961,0.436,142.073,4.0
Altered Xone,382107.0,False,6.0,Alphaxone,Echoes from Outer Silence,0.129,0.485,3.0,-19.941,0.0,0.0804,0.787,0.956,0.121,0.171,93.393,4.0
Auffe aufn Berg - Apres Ski Hits 2017 Mix XXL,272568.0,False,27.0,Jägermeister DJ Alex;Matty Valentino,Auffe aufn Berg,0.627,0.978,8.0,-3.198,1.0,0.207,0.146,0.0,0.0743,0.558,140.074,4.0
The Man Who Laughs - New Version,446947.0,False,23.0,Rob Zombie,Hellbilly Deluxe 2 (Special Edition),0.302,0.77,7.0,-3.976,1.0,0.0339,0.00183,0.851,0.197,0.0377,141.978,4.0
Pal Pal Dil Ke Paas - Unwind Instrumental,250093.0,False,45.0,Paras Nath;Shomu Seal,Relax with Bollywood Instrumentals,0.715,0.277,9.0,-13.667,1.0,0.0299,0.73,0.826,0.0821,0.243,122.034,4.0
Omni,404000.0,False,23.0,Numb,Kəmfərtəbəl,0.514,0.34,7.0,-15.91,0.0,0.0292,0.554,0.914,0.116,0.0391,160.004,4.0
The Feeling - 2022 Remaster,368841.0,False,62.0,Massano,In My System EP,0.716,0.862,11.0,-9.065,0.0,0.0588,0.0017,0.883,0.221,0.0352,123.983,4.0
Deep Kiss,272507.0,False,10.0,Ten City,No House Big Enough,0.697,0.7,11.0,-11.129,0.0,0.0731,0.0362,0.235,0.085,0.81,119.055,4.0
C is for Colleen who wasted away,279000.0,False,15.0,arai tasuku,Alice,0.203,0.708,9.0,-6.569,1.0,0.0808,0.262,0.158,0.304,0.105,87.499,5.0
The Ballad of the Nameless,210370.0,False,23.0,Cold,Superfiction,0.447,0.899,0.0,-5.961,1.0,0.0556,7.78e-05,0.000211,0.0845,0.142,136.09,4.0
Make It Bang,272126.0,False,15.0,Bombo Rosa,Make It Bang,0.782,0.82,8.0,-8.402,1.0,0.0523,0.00036,0.717,0.119,0.306,127.018,4.0
One Jump Ahead (Reprise) - Japanese Version,61733.0,False,32.0,Kazutaka Ishii,Aladdin (Original Motion Picture Soundtrack/Japanese Version),0.31,0.0546,10.0,-19.296,1.0,0.0351,0.964,0.00378,0.245,0.148,90.731,3.0
Tum Se Hi (Instrumental),294057.0,False,43.0,Pritam,Jab We Met,0.524,0.482,7.0,-11.685,1.0,0.0302,0.792,0.496,0.162,0.419,124.977,4.0
情人節的早晨,276280.0,False,12.0,于台煙,人間有煙 山水有情,0.51,0.686,2.0,-6.441,0.0,0.0359,0.377,4.86e-06,0.0446,0.348,82.18,4.0
Forgotten Tears,348827.0,True,24.0,Hocico,The Spell of the Spider (Deluxe Edition) [Remastered],0.605,0.982,10.0,-4.822,1.0,0.0562,0.109,0.00299,0.466,0.212,120.003,4.0
Evacuation,165000.0,False,10.0,Ochre,An Eye To Windward,0.494,0.224,0.0,-20.484,1.0,0.0313,0.987,0.878,0.119,0.156,108.701,3.0
愛在夏天,380800.0,False,54.0,告五人,愛在夏天,0.551,0.378,1.0,-7.37,1.0,0.0303,0.736,0.0,0.308,0.275,74.974,4.0
Soft Sleep Rain,131840.0,False,25.0,Nature Sounds,Relaxing Rain Sounds,0.173,0.035,5.0,-36.551,1.0,0.0356,0.773,0.897,0.111,0.119,77.939,4.0
Rift Valley,399394.0,False,13.0,Goldie;James Davidson;Subjective;Terri Walker,Act One - Music for Inanimate Objects,0.702,0.773,10.0,-10.286,0.0,0.0379,0.0118,0.889,0.125,0.0621,127.0,4.0
Moldura,217720.0,False,51.0,Desejo De Menina,"Moldura, Vol. 3",0.436,0.826,2.0,-5.61,0.0,0.0489,0.673,3.14e-05,0.101,0.854,83.764,4.0
Sounds Like a Movie,146560.0,False,24.0,Trampled by Turtles,Palomino,0.5,0.859,7.0,-8.082,1.0,0.033,0.6,0.968,0.166,0.745,95.789,4.0
Fortune Red (Pirate Arcade),129013.0,False,28.0,George Bruns,Pirates of the Caribbean,0.766,0.139,7.0,-16.687,0.0,0.0697,0.889,0.00157,0.0952,0.651,119.779,4.0
The Archive,429540.0,False,19.0,Wormwood,Arkivet,0.424,0.948,9.0,-6.401,0.0,0.096,0.0002,0.00104,0.111,0.134,136.047,4.0
Bu Aşkın Katili Sensin,245585.0,False,38.0,Levent Yüksel,Uslanmadım,0.656,0.797,5.0,-5.863,1.0,0.0373,0.0207,2.79e-06,0.0605,0.397,96.041,4.0
Asteroid - Remastered,206187.0,False,22.0,Killing Joke,Killing Joke - 2003,0.467,0.973,1.0,-3.084,1.0,0.0524,0.00021,1.65e-06,0.191,0.563,108.584,4.0
What Would You Do?,174215.0,False,67.0,Joel Corry;David Guetta;Bryson Tiller,What Would You Do?,0.687,0.895,9.0,-2.983,1.0,0.0474,0.149,0.00592,0.121,0.686,124.041,4.0
Braincracking - Tha Playah's Ultimate Kick Refix,164053.0,False,31.0,Neophyte,The Best Of Neophyte Records,0.41,0.868,6.0,-6.392,0.0,0.0369,0.0327,0.0773,0.599,0.19,170.606,4.0
Anatomy of Change,144783.0,False,62.0,Oto Roth,Anatomy of Change,0.131,0.00333,5.0,-35.416,1.0,0.0405,0.993,0.966,0.123,0.0349,81.947,4.0
Playtime,316298.0,False,3.0,Pal Joey,Pal Joey Presents Hot Music,0.786,0.641,4.0,-7.249,0.0,0.0754,0.000559,0.451,0.0994,0.321,116.954,4.0
Rice & Peas,154012.0,False,19.0,Chi Ching Ching,Turning Tables,0.821,0.84,6.0,-1.302,0.0,0.186,0.143,0.0,0.205,0.638,106.095,4.0
Riitiir,326133.0,False,19.0,Enslaved,Riitiir,0.2,0.954,1.0,-5.606,1.0,0.0697,2.5e-06,0.00882,0.306,0.24,104.1,4.0
O Anjo Mais Velho,342787.0,False,40.0,O Teatro Mágico,Entrada para Raros (10th Anniversary Edition),0.628,0.816,4.0,-5.393,1.0,0.0396,0.437,0.000209,0.189,0.625,113.068,4.0
Mindfields,339907.0,False,39.0,The Prodigy,The Fat of the Land,0.663,0.975,3.0,-7.191,0.0,0.0468,0.00781,0.77,0.076,0.405,120.04,4.0
Living Dead,231450.0,False,18.0,Hypocrisy,End of Disclosure,0.293,0.955,10.0,-5.383,0.0,0.0594,7.41e-06,0.829,0.289,0.327,170.004,4.0
this is not a love song,228187.0,False,20.0,BiS,Brand-new idol Society,0.389,0.941,8.0,-2.073,1.0,0.069,0.00178,0.0121,0.0752,0.258,180.112,4.0
Sugar Tree,257667.0,False,13.0,Ochre,Project Caelus,0.326,0.564,11.0,-14.337,1.0,0.086,0.769,0.896,0.0958,0.489,187.433,3.0
The Lurch,238400.0,False,15.0,Two Lone Swordsmen,From The Double Gone Chapel,0.714,0.614,10.0,-9.921,1.0,0.0267,0.00442,0.933,0.132,0.69,114.059,4.0
"Peine Caracol, Vol. 2",190594.0,True,41.0,El Futuro Fuera De Orbita;Pablo Chill-E,"Peine Caracol, Vol. 2",0.767,0.94,1.0,-5.967,1.0,0.0713,0.0607,0.00755,0.379,0.675,118.992,4.0
Sueño por Sueño,248867.0,False,37.0,Magneto,La Historia De Magneto,0.535,0.415,11.0,-11.765,1.0,0.0351,0.325,3.47e-05,0.0956,0.173,72.975,4.0
満漢全席 (Live at 日本武道館 2022.5.15),223986.0,False,11.0,Momoiro Clover Z,"MOMOIRO CLOVER Z 6th ALBUM TOUR “祝典""(Live at 日本武道館 2022.5.15)",0.734,0.919,7.0,-3.074,1.0,0.0873,0.439,0.0,0.911,0.691,106.019,4.0
Southern Crescent,211427.0,False,18.0,Town Mountain,Southern Crescent,0.486,0.622,9.0,-6.516,1.0,0.0297,0.305,4.32e-05,0.293,0.55,166.941,4.0
"not breathing,",290316.0,False,10.0,Telefon Tel Aviv,Dreams Are Not Enough,0.543,0.678,2.0,-9.712,1.0,0.145,0.00244,0.922,0.099,0.141,148.788,5.0
Thanks a Lot,183253.0,False,11.0,Watkins Family Hour;Jon Brion,Vol. II,0.815,0.432,2.0,-8.015,1.0,0.0299,0.357,0.000227,0.0988,0.532,98.444,4.0
Burnt Black Eyes (For Sadeq Hedayat),490000.0,False,1.0,Siavash Amini;Eugene Thacker,Songs for Sad Poets,0.0949,0.365,1.0,-16.891,0.0,0.0624,0.0239,0.136,0.246,0.0285,88.571,4.0
Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music,161342.0,False,36.0,Jorge Drexler;Sebastián Prada,Milonga de Ojos Dorados (Alfredo Zitarrosa) [Live on Pardelion Music],0.67,0.273,7.0,-10.77,1.0,0.0388,0.946,0.00136,0.179,0.443,128.87,4.0
Perdula,147396.0,False,26.0,Justnormal,Reminiscing,0.669,0.733,7.0,-6.733,1.0,0.0366,0.489,0.833,0.701,0.0399,85.02,4.0
An Den Stränden Der Südsee,186000.0,False,41.0,Meeresrauschen;Naturgeräusche für Entspannung und Erholung;Naturgeräusche,Wellenrauschen,0.0747,0.566,5.0,-20.942,0.0,0.0574,0.532,0.867,0.112,1e-05,82.928,4.0
Tighe Kond,238081.0,False,0.0,Electroqute,Make Yourself Heard,0.39,0.829,9.0,-3.41,1.0,0.0405,0.00102,1.97e-06,0.36,0.459,85.0,4.0
Amor ou Amizade,225280.0,False,39.0,Edson Lima e Gatinha Manhosa,20 Grandes Sucessos: A Voz de Quem Te Ama,0.472,0.867,9.0,-2.7,1.0,0.092,0.394,0.0,0.117,0.607,179.461,4.0
Coastal,128571.0,False,18.0,Luc Delvaux,Coastal,0.878,0.693,9.0,-8.616,0.0,0.137,0.305,0.927,0.196,0.618,139.978,4.0
Demonoid Phenomenon - Sin Lives Mix,276027.0,False,25.0,Rob Zombie,American Made Music To Strip By,0.543,0.917,8.0,-5.453,1.0,0.0398,7.12e-05,0.763,0.372,0.346,140.003,4.0
Starlight - Live,337957.0,False,47.0,Bethel Music;Amanda Cook,Starlight (Live),0.376,0.467,10.0,-8.251,1.0,0.0292,0.0192,7.75e-05,0.222,0.0764,149.985,4.0
ディセンバーフール,337545.0,False,35.0,the shes gone,FACE,0.48,0.58,5.0,-4.978,1.0,0.0289,0.102,8.04e-06,0.144,0.264,78.932,4.0
"O Come, O Come, Emmanuel",244880.0,False,0.0,Punch Brothers,Acoustic Christmas Campfire,0.606,0.298,2.0,-11.326,0.0,0.0319,0.701,2.06e-06,0.13,0.174,118.907,4.0
Wings for Wheels,235293.0,False,25.0,Greensky Bluegrass,If Sorrows Swim,0.546,0.536,4.0,-7.036,1.0,0.0283,0.706,0.492,0.0947,0.437,81.381,4.0
Ven a mi casa esta navidad (remastered),277027.0,False,25.0,Luis Aguile,Luis Aguilé. Sus Grabaciones En Discos Showman Vol.2 (1968-1974),0.293,0.277,1.0,-11.509,1.0,0.0301,0.524,1.55e-06,0.145,0.342,177.641,4.0
Who's Loving You - Pt. 1,220887.0,False,16.0,High Contrast;Clare Maguire,Who's Loving You,0.561,0.906,5.0,-3.109,0.0,0.0324,0.00333,0.0458,0.118,0.155,130.038,4.0
Sinta Deus Cuidando de Ti,246250.0,False,44.0,Régis Danese,Sinta Deus Cuidando de Ti,0.716,0.517,1.0,-7.717,1.0,0.0309,0.209,0.0,0.0837,0.552,129.942,4.0
Bring Dat Bak,145600.0,False,13.0,Tre Oh Fie,So Flo Fie,0.685,0.83,1.0,-7.056,0.0,0.0403,0.00636,0.0101,0.146,0.682,150.023,4.0
She's The Sun,191333.0,False,18.0,Scooter,24 Carat Gold,0.555,0.65,2.0,-13.099,1.0,0.033,0.107,0.00936,0.325,0.534,160.029,4.0
Party Hard,239867.0,True,22.0,Beenie Man,Blue Crush Soundtrack,0.799,0.67,10.0,-6.492,0.0,0.0921,0.394,0.0,0.104,0.872,92.985,4.0
Are We Here (Who Are They?),453160.0,False,15.0,Orbital,20,0.565,0.846,0.0,-6.543,1.0,0.0386,0.0353,0.585,0.141,0.0941,142.974,4.0
Seu Beijo Joga Sujo,193424.0,False,49.0,Avine Vinny;Jorge,Seu Beijo Joga Sujo,0.377,0.608,0.0,-4.446,1.0,0.0313,0.226,0.0,0.119,0.703,100.006,4.0
Saint Homayun,166812.0,False,0.0,Ata Ebtekar,Persian Electronic Music Yesterday And Today1966-2006,0.22,0.441,8.0,-9.321,1.0,0.0608,0.649,0.904,0.703,0.0536,77.024,5.0
All Is Found - Instrumental,181840.0,False,54.0,Kristen Anderson-Lopez;Robert Lopez,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.472,0.202,9.0,-19.992,0.0,0.0546,0.954,0.951,0.12,0.148,153.692,4.0
Forces Of Hades,137760.0,True,18.0,Cruel Force,The Rise Of Satanic Might,0.156,0.997,1.0,-5.26,0.0,0.22,1.45e-06,0.384,0.0682,0.0594,148.712,4.0
WandaVision!,53627.0,False,42.0,Kristen Anderson-Lopez;Robert Lopez;Sara Mann;Jessica Rotter;Cindy Bourquin;Elyse Willis;Laura Dickinson;Eric Bradley;Greg Whipple;Jasper Randall;Gerald White,WandaVision: Episode 2 (Original Soundtrack),0.612,0.678,2.0,-4.956,0.0,0.0344,0.301,0.0,0.16,0.762,171.153,4.0
Lady,262634.0,False,25.0,Caliajah,Paciencia,0.737,0.538,9.0,-11.21,0.0,0.118,0.591,8.9e-05,0.147,0.644,169.903,4.0
Too Long - Detroit Swindle Remix,475122.0,False,5.0,Romanthony;Dam Swindle,"Too Long (Remixes, Pt. 2)",0.778,0.761,1.0,-9.786,1.0,0.0561,0.00426,0.0377,0.0616,0.531,123.035,4.0
Tum Se Hi,321225.0,False,79.0,Pritam;Mohit Chauhan,Jab We Met,0.609,0.538,6.0,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,4.0
Ghostbusters - Lo-Fi,170929.0,False,0.0,hope mona,trick or treat on beat,0.816,0.596,9.0,-11.15,1.0,0.451,0.76,0.891,0.348,0.756,116.022,4.0
Downtown Valley,833293.0,False,0.0,Downtown Of HongKong,Visions of Darkness (In Iranian Contemporary Music),0.0645,0.0753,1.0,-14.957,1.0,0.038,0.951,0.775,0.0777,0.0268,68.592,4.0
Binaural Beats for Deep Sleep,144168.0,False,36.0,Binaural Beats Sleep,"Binaural Beats: Soothing and Ambient Sleep Sounds of Alpha Waves, Isochronic Tones, Brainwave Entrainment and Sleeping Music",0.153,0.00324,1.0,-38.615,1.0,0.0466,0.992,0.868,0.115,0.0365,75.789,5.0
Footpath,336552.0,False,18.0,InsideInfo;Mefjus;The Upbeats,Footpath / Leibniz,0.327,0.987,2.0,-2.392,1.0,0.536,0.000316,0.777,0.699,0.252,173.844,4.0
Son de la Loma,259160.0,False,19.0,Manu Dibango;Cuarteto Patria,Cubafrica,0.485,0.741,8.0,-4.425,1.0,0.0294,0.317,0.000579,0.0683,0.936,103.72,4.0
Breathe - Zeds Dead Remix,276387.0,False,13.0,The Prodigy;Zeds Dead,The Added Fat EP,0.672,0.989,3.0,-2.425,0.0,0.164,0.175,0.583,0.284,0.156,125.999,4.0
Dogstar 2022 - Main Mix,369290.0,False,12.0,Hybrid,Dogstar 2022 (Main Mixes),0.511,0.667,7.0,-13.993,1.0,0.0423,0.00334,0.142,0.103,0.155,130.004,4.0
Burn in Hell,305659.0,False,48.0,Dimmu Borgir,Puritanical Euphoric Misanthropia,0.276,0.978,6.0,-2.882,0.0,0.073,6.72e-06,0.102,0.359,0.434,106.967,4.0
The Weight - Remastered 2000,274493.0,False,73.0,The Band,Music From Big Pink (Remastered),0.63,0.551,9.0,-9.28,1.0,0.0549,0.373,5.75e-05,0.103,0.518,143.868,4.0
Fé Menina,189773.0,False,45.0,Dazaranha,Daza,0.578,0.588,9.0,-8.281,1.0,0.0493,0.332,0.0,0.15,0.797,162.943,4.0
Trap Queen - Afro Remix,240000.0,True,36.0,"Fetty Wap;Miri Ben-Ari;Young ""D"";Afrostringz",Trap Queen (Afro Remix),0.677,0.827,9.0,-3.344,0.0,0.041,0.109,0.0,0.344,0.843,135.123,4.0
"More Love, More Power - Live",310293.0,False,40.0,Michael W. Smith,Worship,0.226,0.275,7.0,-13.02,0.0,0.0302,0.74,9.42e-05,0.344,0.151,142.075,4.0
Year 4,192773.0,False,25.0,Beenie Man,Monsters Of Dancehall,0.827,0.796,11.0,-6.219,1.0,0.334,0.18,0.0,0.317,0.914,97.607,4.0
Sweet Feet,229634.0,False,18.0,Orgone,Sweet Feet,0.766,0.722,9.0,-7.949,0.0,0.0549,0.0335,1.01e-05,0.0791,0.842,122.369,4.0
Getsêmani,306581.0,False,41.0,Leonardo Gonçalves,Ressurreição: Inspiracional,0.533,0.496,8.0,-9.373,1.0,0.0474,0.721,4.64e-06,0.164,0.268,129.948,4.0
Tu Gloria - En Vivo En El Gran Rex / 2015,239320.0,False,26.0,Coti,Tanta Magia (En Vivo En El Gran Rex / 2015),0.447,0.934,0.0,-4.123,1.0,0.0849,0.00289,0.0,0.789,0.513,140.946,4.0
Tyranni,233440.0,True,18.0,Avslut,Tyranni,0.252,0.985,4.0,-6.876,0.0,0.167,2.61e-06,0.27,0.321,0.0397,119.967,1.0
Never Fake,173226.0,False,0.0,The Prophet,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,0.653,0.967,9.0,-2.706,1.0,0.193,0.00104,0.0149,0.271,0.364,155.045,4.0
High in Yah - Radio Edit,193609.0,False,0.0,Jah Vinci,Imac Riddim,0.577,0.838,5.0,-4.345,0.0,0.372,0.0177,0.0,0.302,0.774,130.24,5.0
If I were be the memory,291013.0,False,53.0,TANK 呂建忠,The Third Round,0.57,0.602,2.0,-5.71,1.0,0.0312,0.538,0.0,0.113,0.126,131.917,4.0
Khairiyat (Bonus Track),270707.0,False,64.0,Pritam;Arijit Singh,Chhichhore,0.605,0.655,0.0,-5.625,0.0,0.0364,0.484,1.13e-06,0.152,0.597,124.974,4.0
Porque Eres Tú,55187.0,False,26.0,Doctora Juguetes;Felpita;Lambie;Pepinilla,Doctora Juguetes: Ya Llegó la Doctora,0.767,0.452,2.0,-5.107,1.0,0.0439,0.308,0.0,0.209,0.782,129.953,4.0
Walk Around Lake Johnson,130574.0,False,9.0,"Sarah, the Illstrumentalist",Celebrate You,0.74,0.43,11.0,-6.127,0.0,0.053,0.384,0.654,0.118,0.345,89.538,4.0
Wet,185097.0,True,13.0,Rygin King;Renee 6:30,Wet,0.864,0.538,1.0,-11.301,1.0,0.466,0.404,0.0,0.105,0.416,103.043,4.0
Tools of Demolition,205714.0,False,11.0,Dither;MC Focus,Tools of Demolition,0.576,0.976,1.0,-1.155,1.0,0.249,0.135,4.04e-05,0.19,0.195,174.918,4.0
Bile 'Em Cabbage Down,136000.0,False,23.0,George Bruns,Country Bear Jamboree,0.599,0.749,9.0,-8.597,1.0,0.035,0.769,0.111,0.029,0.985,123.785,4.0
Crawdad Hole,232133.0,False,18.0,Doc Watson,The Best Of Doc Watson 1964-1968,0.534,0.386,2.0,-18.752,1.0,0.166,0.811,0.000729,0.696,0.837,117.575,4.0
Doki Doki ドキドキ,181033.0,False,41.0,S3RL;Kawaiiconic,Doki Doki ドキドキ,0.645,0.979,2.0,-2.089,1.0,0.272,0.0109,0.0302,0.0547,0.185,175.006,4.0
十七歲,240107.0,False,46.0,Andy Lau,如果有一天,0.637,0.41,5.0,-7.286,1.0,0.0296,0.631,0.0,0.111,0.383,80.014,4.0
Motion Blur - NickBee Remix,234419.0,False,12.0,Noisia;NickBee,The Resonance II,0.752,0.76,10.0,-3.399,0.0,0.06,0.00703,0.872,0.104,0.128,171.987,4.0
Let My Life Be A Light,194000.0,False,24.0,Balsam Range,Aeonic,0.684,0.682,9.0,-8.287,1.0,0.0315,0.579,0.00013,0.306,0.934,119.998,4.0
La Última Canción,184749.0,False,77.0,Rels B,LA ISLA LP,0.793,0.605,1.0,-4.952,0.0,0.119,0.426,0.0,0.334,0.268,91.068,4.0
Sound Mind - Live,455581.0,False,38.0,Bryan & Katie Torwalt,I've Got Good News (Live) [Deluxe],0.436,0.336,10.0,-9.894,1.0,0.0307,0.0455,0.0,0.7,0.143,107.78,4.0
Quanto Vale o Show,172606.0,False,46.0,Racionais MC's;DJ Cia,Cores & Valores,0.492,0.849,4.0,-6.991,0.0,0.33,0.078,0.0,0.146,0.696,94.081,4.0
Falling Away from Me,270920.0,True,75.0,Korn,Issues,0.468,0.769,4.0,-7.036,1.0,0.041,0.00014,0.00124,0.271,0.17,104.102,4.0
96,133515.0,False,0.0,Farzad Golpayegani,Six,0.363,0.783,10.0,-5.324,0.0,0.051,0.000173,0.000337,0.0764,0.173,115.134,4.0
3000 Years,245362.0,True,0.0,Mordab,Room No.X,0.286,0.943,6.0,-5.173,1.0,0.214,4.77e-05,0.201,0.114,0.478,179.738,4.0
Em Teu Altar - Ao Vivo,263560.0,False,52.0,Ministério Adoração e Vida,Hoje Livre Sou (Ao Vivo),0.604,0.567,4.0,-5.095,1.0,0.0236,0.715,0.000319,0.27,0.306,99.905,4.0
ハイスクールララバイ,216933.0,False,36.0,Imo-Kin Trio,イモ欽トリオ&わらべ ゴールデン☆ベスト ~欽ドン!欽どこ!?秘蔵っ子!!~,0.733,0.759,2.0,-12.043,0.0,0.0793,0.0308,3.59e-06,0.348,0.968,155.505,4.0
Beach Spirits,136000.0,False,6.0,Avslappning Sound,Relaxed Spa,0.27,0.302,10.0,-12.902,0.0,0.0421,0.95,0.865,0.138,0.0354,71.349,4.0
É Que Eu Não Te Esqueci,160596.0,False,43.0,Danieze Santiago,4 Estações,0.821,0.45,1.0,-10.843,1.0,0.0445,0.779,0.0,0.345,0.797,131.996,4.0
Por Un Amor Relampago (A Song For Gail - What Have We Got Her Into?),260587.0,False,32.0,Miguel Bosé,Esencial Miguel Bose,0.634,0.571,2.0,-7.451,1.0,0.0772,0.671,0.00312,0.102,0.255,144.628,4.0
Reflections - Act 2 (Live),737000.0,False,0.0,Ali Ostovar;Bassem Hawar;Julia Ohrmann;Erfan Pejhanfar;Kioomars Musayyebi,Reflections,0.19,0.378,5.0,-15.26,0.0,0.0996,0.948,0.238,0.708,0.0605,63.132,3.0
咖啡 (LH x KW),194684.0,False,43.0,Lu Han;Kris Wu,咖啡 (LH x KW),0.769,0.595,10.0,-5.926,1.0,0.0416,0.0447,0.0,0.107,0.326,95.015,4.0
Asheville City Skyline,160453.0,False,18.0,The Lonesome Trio,The Lonesome Trio,0.337,0.431,0.0,-6.958,1.0,0.0306,0.701,0.0,0.125,0.528,179.846,4.0
Within Thrall,337981.0,False,20.0,Leviathan,Scar Sighted,0.181,0.942,10.0,-7.231,0.0,0.0982,7.48e-06,0.714,0.112,0.133,152.13,4.0
金八DANCE MUSIC,326293.0,False,15.0,Shiritsu Ebisu Chugaku,金八,0.613,0.93,9.0,-1.73,1.0,0.145,0.0598,0.000936,0.85,0.79,150.092,4.0
Frozen Moment(Moment Gele) 1999-2000,1121227.0,False,0.0,Kiawasch Sahebnassagh,Waran,0.292,0.258,10.0,-20.155,0.0,0.0642,0.485,0.0556,0.143,0.0699,89.504,4.0
Rituals of Human Sacrifice for Lord Baal,359413.0,False,18.0,Inquisition,Invoking the Majestic Throne of Satan,0.19,0.935,0.0,-4.014,1.0,0.111,0.00352,0.834,0.211,0.102,75.614,4.0
Stickwithit,168727.0,False,48.0,Recaps,Stickwithit,0.697,0.407,11.0,-12.159,1.0,0.0402,0.424,0.853,0.0945,0.381,82.505,4.0
Palms Of Victory,158173.0,False,26.0,Ralph Stanley,Shine On,0.421,0.474,9.0,-8.096,1.0,0.028,0.674,0.0,0.172,0.673,104.596,4.0
Late Night Jam,147000.0,False,37.0,Wasted Glitter,Late Night Jam,0.739,0.71,11.0,-7.269,0.0,0.0903,0.917,0.783,0.231,0.614,79.982,4.0
For The Love Of Money,345000.0,False,8.0,Glenn Underground,"July 12, 1979",0.783,0.61,7.0,-11.324,0.0,0.0506,0.00265,0.2,0.046,0.512,120.015,4.0
The Salmon Dance,220227.0,True,56.0,The Chemical Brothers,We Are The Night,0.863,0.736,0.0,-6.888,1.0,0.0439,0.0421,5.03e-05,0.0968,0.739,124.013,4.0
Jellyfish Chute,161379.0,False,19.0,Jobii,Flakes,0.654,0.519,4.0,-10.262,0.0,0.198,0.284,0.909,0.143,0.271,174.019,4.0
I Know,291462.0,False,0.0,Asef Akbari,Wet And Warm,0.261,0.237,9.0,-19.963,0.0,0.0435,0.896,0.774,0.0838,0.0783,138.979,4.0
Sessiz Gemi,273000.0,False,39.0,Sertab Erener,Aşk Ölmez,0.371,0.462,7.0,-11.096,0.0,0.0583,0.377,0.0,0.26,0.462,135.872,3.0
OIDEMASE!!~極楽~ 2021,250709.0,False,22.0,FES☆TIVE,人類!WE ARE ONENESS!Type‐C,0.537,0.949,8.0,-2.866,1.0,0.103,0.000405,0.00265,0.0658,0.492,92.558,4.0
Só Posso Dizer (São Paulo),198765.0,False,49.0,Nando Reis,Jardim-Pomar,0.511,0.541,4.0,-8.841,1.0,0.0316,0.398,0.0,0.0986,0.719,73.931,4.0
Nuh Pet People,178860.0,True,12.0,Chronic Law,Nuh Pet People,0.595,0.746,8.0,-7.042,0.0,0.254,0.66,1.9e-05,0.166,0.588,98.121,4.0
Ao Partir o Pão,256467.0,False,49.0,Walmir Alencar,Misericórdia Infinita,0.666,0.274,4.0,-11.413,1.0,0.0277,0.243,0.0,0.0703,0.258,96.015,4.0
What Will Be Will Be,217707.0,False,13.0,Allo Darlin',Allo Darlin',0.61,0.234,0.0,-15.176,1.0,0.0385,0.851,7.73e-05,0.129,0.156,138.705,4.0
Eu Amo a Tua Glória - Ao Vivo,538613.0,False,53.0,Isaias Saad;Theo Rubia,Eu Amo a Tua Glória (Ao Vivo),0.368,0.519,9.0,-9.827,1.0,0.0448,0.598,1.11e-05,0.313,0.183,133.879,4.0
Sudden Awareness of Now,435319.0,False,13.0,Rival Consoles,Night Melody / Articulation,0.576,0.565,8.0,-13.636,0.0,0.0397,0.624,0.838,0.111,0.334,141.019,4.0
Aggressor,212138.0,False,12.0,Exciter,The Dark Command,0.257,0.998,4.0,-2.859,0.0,0.14,3.19e-05,0.00722,0.0624,0.0597,152.167,4.0
Hacker,275520.0,True,58.0,Death Grips,The Money Store,0.681,0.88,9.0,-3.895,1.0,0.227,0.0567,0.0,0.0893,0.38,124.885,4.0
二人セゾン,288893.0,False,50.0,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),0.521,0.929,5.0,-3.97,0.0,0.045,0.714,1.15e-05,0.0654,0.742,130.029,4.0
Sugar's Boogaloo,187933.0,False,14.0,The Sugarman 3,Sugar's Boogaloo,0.618,0.562,3.0,-7.149,1.0,0.031,0.661,0.621,0.0661,0.611,127.722,5.0
Find It,200340.0,False,18.0,Elephant Man,Find It,0.94,0.665,0.0,-10.162,1.0,0.0594,0.166,0.0,0.0964,0.969,121.029,4.0
